,business_id,name,address,city,state,latitude,longitude,stars,review_count,attributes,categories,hours
26302,mGxhL3fH0PeEM1SEOLFMXw,Sonic Drive-In,417 Hwy 76,Tupman,CA,35.2987,-119.3577,2.5,9,"{'GoodForKids': 'True', 'RestaurantsTableService': 'False', 'Alcohol': ""u'none'"", 'RestaurantsReservations': 'False', 'HasTV': 'True', 'DogsAllowed': 'False', 'DriveThru': 'True', 'RestaurantsAttire': ""u'casual'"", 'ByAppointmentOnly': 'False', 'WheelchairAccessible': 'True', 'BusinessAcceptsCreditCards': 'True', 'CoatCheck': 'False', 'WiFi': ""u'no'"", 'HappyHour': 'False', 'Caters': 'False', 'OutdoorSeating': 'True', 'BusinessParking': ""{u'valet': False, u'garage': False, u'street': False, u'lot': True, u'validated': False}"", 'RestaurantsDelivery': 'True', 'RestaurantsTakeOut': 'True'}","Ice Cream & Frozen Yogurt, Food, Restaurants, Burgers, Fast Food","{'Monday': '0:0-0:0', 'Tuesday': '7:0-23:0', 'Wednesday': '7:0-23:0', 'Thursday': '6:0-22:0', 'Friday': '6:0-22:0', 'Saturday': '9:0-22:0', 'Sunday': '8:0-23:0'}"
26367,Dc5O7ZMX0VQ7HQWa_gzp_g,Custom Boat & Marine,9300 S Virginia St,Nord,CA,39.7739,-121.9549,4.0,12,"{'GoodForKids': 'False', 'BusinessAcceptsCreditCards': 'True', 'WiFi': ""u'free'"", 'ByAppointmentOnly': 'False'}","Boating, Boat Dealers, Active Life, Automotive","{'Tuesday': '9:0-17:0', 'Wednesday': '9:0-17:0', 'Thursday': '9:0-17:0', 'Friday': '9:0-17:0', 'Saturday': '9:0-17:0'}"
26399,Nrb3X7A1VBYo8UXiV-vRzA,The Wildey Theatre,252 N Main St,Moskowite Corner,CA,38.4464,-122.1944,4.0,15,"{'GoodForKids': 'True', 'NoiseLevel': ""u'average'"", 'RestaurantsPriceRange2': '2', 'BusinessAcceptsCreditCards': 'True', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}"", 'Ambience': ""{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False}"", 'HasTV': 'True', 'Alcohol': ""u'beer_and_wine'"", 'OutdoorSeating': 'False', 'RestaurantsGoodForGroups': 'True', 'BikeParking': 'True'}","Nightlife, Arts & Entertainment, Cinema, Music Venues","{'Tuesday': '10:0-18:0', 'Wednesday': '10:0-18:0', 'Thursday': '10:0-18:0', 'Friday': '10:0-18:0', 'Saturday': '12:0-17:0'}"
26403,j_obXQewyRWagL9P2sVMZQ,All Out Towing,"208 Crutchfield Ave, Ste C",Ocotillo,CA,32.7431,-116.002,5.0,6,"{'WiFi': ""u'free'"", 'BusinessAcceptsCreditCards': 'True'}","Towing, Automotive","{'Monday': '6:30-19:30', 'Tuesday': '6:30-19:30', 'Wednesday': '6:30-19:30', 'Thursday': '6:30-19:30', 'Friday': '6:30-19:30', 'Saturday': '8:0-12:30'}"
26440,6-y0MS5P3QZLmKLUmX0teA,John V Salon Spa,"4525 Williams Blvd, Ste A",Clio,CA,39.7487,-120.5726,4.0,39,"{'ByAppointmentOnly': 'False', 'AcceptsInsurance': 'False', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}""}","Nail Salons, Massage, Beauty & Spas, Hair Salons","{'Monday': '10:0-19:0', 'Tuesday': '10:0-19:0', 'Wednesday': '10:0-19:0', 'Thursday': '10:0-19:0', 'Friday': '10:0-19:0', 'Saturday': '10:0-18:0'}"
26454,hGxzmfl3EjSoNLHsUJn1Lg,The Local,404 N McCarran Blvd,Layton,FL,24.8247,-80.8128,4.5,7,"{'BikeParking': 'False', 'BusinessAcceptsBitcoin': 'False', 'RestaurantsGoodForGroups': 'True', 'DogsAllowed': 'False', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", 'Alcohol': ""u'full_bar'"", 'WheelchairAccessible': 'False', 'HappyHour': 'True', 'Ambience': ""{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': False, 'casual': False}"", 'CoatCheck': 'False', 'RestaurantsReservations': 'False', 'BusinessAcceptsCreditCards': 'True', 'GoodForDancing': 'True', 'OutdoorSeating': 'False', 'WiFi': ""u'free'"", 'RestaurantsPriceRange2': '2', 'BYOB': 'False', 'HasTV': 'True', 'Music': ""{'dj': False, 'background_music': False, 'no_music': False, 'jukebox': False, 'live': False, 'video': False, 'karaoke': False}"", 'Smoking': ""u'yes'"", 'ByAppointmentOnly': 'False', 'BestNights': ""{'monday': False, 'tuesday': False, 'friday': False, 'wednesday': False, 'thursday': False, 'sunday': False, 'saturday': True}""}","Bars, Dive Bars, Nightlife, Pubs","{'Monday': '10:0-2:0', 'Tuesday': '10:0-2:0', 'Wednesday': '10:0-2:0', 'Thursday': '10:0-2:0', 'Friday': '10:0-2:0', 'Saturday': '10:0-2:0', 'Sunday': '10:0-2:0'}"
26471,t1rlnKNgAr2LOkfS9BmzVA,Time Square Jewelers,"1300 E Plumb Ln, B3",La Grange,CA,37.6636,-120.4635,5.0,30,"{'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", 'ByAppointmentOnly': 'False', 'RestaurantsPriceRange2': '3', 'BusinessAcceptsCreditCards': 'True', 'BikeParking': 'False'}","Watches, Jewelry, Local Services, Shopping, Home Decor, Watch Repair, Jewelry Repair, Home & Garden","{'Monday': '0:0-0:0', 'Tuesday': '10:0-18:0', 'Wednesday': '10:0-18:0', 'Thursday': '10:0-17:0', 'Friday': '10:0-18:0', 'Saturday': '10:0-18:0'}"
26477,YR3GTFuEXoNmhkg7KkZHZQ,IMT Westchase,12349 W Linebaugh Ave,Macdoel,CA,41.8263,-122.0059,5.0,12,"{'BusinessAcceptsCreditCards': 'True', 'ByAppointmentOnly': 'False'}","Real Estate, Property Management, Home Services, Apartments","{'Monday': '0:0-0:0', 'Tuesday': '8:30-17:30', 'Wednesday': '8:30-17:30', 'Thursday': '8:30-17:30', 'Friday': '8:30-17:30', 'Saturday': '10:0-17:0'}"
26484,SBtjW_pKw3XaOKtKAavWZg,Maïs Arepas,1200 Carondelet St,Monson,CA,36.4924,-119.336,4.5,665,"{'WiFi': ""u'no'"", 'BikeParking': 'True', 'Caters': 'True', 'BusinessParking': ""{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}"", 'BusinessAcceptsCreditCards': 'True', 'RestaurantsReservations': 'True', 'Alcohol': ""u'full_bar'"", 'NoiseLevel': ""u'average'"", 'RestaurantsGoodForGroups': 'True', 'GoodForKids': 'True', 'DogsAllowed': 'False', 'RestaurantsTableService': 'True', 'WheelchairAccessible': 'True', 'RestaurantsAttire': ""u'casual'"", 'Smoking': ""u'no'"", 'Ambience': ""{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': True, 'casual': True}"", 'RestaurantsTakeOut': 'False', 'GoodForDancing': 'False', 'HasTV': 'False', 'RestaurantsPriceRange2': '2', 'OutdoorSeating': 'False', 'Music': ""{u'dj': False, u'live': False, u'jukebox': False, u'video': False, u'background_music': False, u'karaoke': None, u'no_music': False}"", 'BestNights': ""{'monday': False, 'tuesday': False, 'friday': True, 'wednesday': True, 'thursday': False, 'sunday': True, 'saturday': False}"", 'CoatCheck': 'False', 'GoodForMeal': ""{'dessert': None, 'latenight': False, 'lunch': True, 'dinner': True, 'brunch': False, 'breakfast': False}"", 'RestaurantsDelivery': 'False', 'HappyHour': 'False'}","Restaurants, Bars, Latin American, Nightlife, Colombian","{'Monday': '0:0-0:0', 'Tuesday': '17:30-22:0', 'Wednesday': '17:30-22:0', 'Thursday': '17:30-22:0', 'Friday': '11:30-14:30', 'Saturday': '17:30-22:0', 'Sunday': '17:0-21:30'}"
26519,pwLhvXelonyNdKBWXXp33Q,Best Buy Washington Square,9977 E Washington St,Richfield,CA,39.9738,-122.1732,3.0,24,"{'RestaurantsPriceRange2': '3', 'BikeParking': 'False', 'BusinessAcceptsCreditCards': 'True', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}""}","Car Stereo Installation, Home & Garden, Local Services, Computers, Electronics, IT Services & Computer Repair, Shopping, Automotive, Appliances","{'Monday': '10:0-21:0', 'Tuesday': '10:0-21:0', 'Wednesday': '10:0-21:0', 'Thursday': '10:0-21:0', 'Friday': '10:0-21:0', 'Saturday': '10:0-21:0', 'Sunday': '11:0-20:0'}"
26562,XJcwp2EedH4NmVlnWZzbaw,The Lawnmower Hospital,7555 - 72A Street,Hiouchi,CA,41.7936,-124.0662,3.5,6,"{'RestaurantsPriceRange2': '2', 'BusinessParking': ""{'garage': False, 'street': True, 'validated': False, 'lot': True, 'valet': False}""}","Home & Garden, Hardware Stores, Shopping, Nurseries & Gardening","{'Monday': '9:0-16:0', 'Tuesday': '9:0-16:0', 'Wednesday': '9:0-16:0', 'Thursday': '9:0-16:0', 'Friday': '9:0-16:0', 'Saturday': '9:0-13:0'}"
26571,idmljB1OFHfCnghPUkxSCw,Sierra Tile,4155 E Speedway Blvd,Morriston,FL,29.2811,-82.44,4.5,20,"{'BusinessAcceptsCreditCards': 'True', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}"", 'ByAppointmentOnly': 'False'}","Building Supplies, Home Services, Home Decor, Contractors, Home & Garden, Shopping","{'Monday': '7:30-16:30', 'Tuesday': '7:30-16:30', 'Wednesday': '7:30-16:30', 'Thursday': '7:30-16:30', 'Friday': '7:30-16:30', 'Saturday': '8:0-14:0'}"
26603,98MWGHFybDPH1lcTIJp9DA,Shu Feng Restaurant,8435 Olive Blvd,Lake Lindsey,FL,28.6322,-82.3617,3.5,97,"{'GoodForKids': 'True', 'OutdoorSeating': 'False', 'RestaurantsDelivery': 'True', 'BusinessAcceptsCreditCards': 'True', 'RestaurantsGoodForGroups': 'True', 'RestaurantsReservations': 'True', 'NoiseLevel': ""u'average'"", 'RestaurantsAttire': ""'casual'"", 'WiFi': ""u'no'"", 'Ambience': ""{'romantic': False, 'intimate': False, 'touristy': False, 'hipster': False, 'divey': False, 'classy': False, 'trendy': False, 'upscale': False, 'casual': True}"", 'RestaurantsPriceRange2': '2', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", 'Caters': 'True', 'Alcohol': ""u'beer_and_wine'"", 'HasTV': 'True', 'RestaurantsTakeOut': 'True', 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': True, 'brunch': False, 'breakfast': False}"", 'BikeParking': 'False'}","Chinese, Food, Restaurants","{'Tuesday': '11:30-0:0', 'Wednesday': '11:30-0:0', 'Thursday': '11:30-0:0', 'Friday': '11:30-0:0', 'Saturday': '11:30-0:0', 'Sunday': '11:30-0:0'}"
26642,cK-zvBBU_r3FPFCXAbs1Eg,Taco Bell,601 High Street,Monterey Park Tract,CA,37.5268,-121.0115,2.5,33,"{'RestaurantsTakeOut': 'True', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", 'RestaurantsReservations': 'False', 'GoodForKids': 'True', 'RestaurantsPriceRange2': '1', 'Alcohol': ""u'none'"", 'WiFi': ""'no'"", 'BikeParking': 'True', 'RestaurantsGoodForGroups': 'True', 'OutdoorSeating': 'False', 'RestaurantsAttire': ""u'casual'"", 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': False, 'brunch': False, 'breakfast': False}"", 'BusinessAcceptsCreditCards': 'True', 'Caters': 'False', 'DriveThru': 'True', 'NoiseLevel': ""u'average'"", 'Ambience': ""{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}"", 'HasTV': 'True', 'RestaurantsDelivery': 'True'}","Tex-Mex, Tacos, Mexican, Restaurants, Fast Food, Breakfast & Brunch","{'Monday': '8:0-1:0', 'Tuesday': '8:0-1:0', 'Wednesday': '8:0-1:0', 'Thursday': '8:0-1:0', 'Friday': '8:0-2:0', 'Saturday': '8:0-2:0', 'Sunday': '8:0-1:0'}"
26651,hyq0W0_Sc5PNyXBdxVki5g,St. Louis Bread,"2018 S 7th St, Ste 101",Keswick,CA,40.6135,-122.4606,2.5,48,"{'RestaurantsPriceRange2': '2', 'GoodForKids': 'True', 'RestaurantsReservations': 'False', 'Caters': 'True', 'WiFi': ""u'free'"", 'BikeParking': 'True', 'NoiseLevel': ""u'average'"", 'OutdoorSeating': 'True', 'Alcohol': ""u'none'"", 'RestaurantsTakeOut': 'True', 'BusinessAcceptsCreditCards': 'True', 'RestaurantsGoodForGroups': 'True', 'RestaurantsAttire': ""u'casual'"", 'DriveThru': 'True', 'BusinessParking': ""{'garage': None, 'street': None, 'validated': False, 'lot': True, 'valet': False}"", 'Ambience': ""{'touristy': False, 'hipster': None, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': None, 'upscale': False, 'classy': False, 'casual': True}"", 'RestaurantsDelivery': 'True', 'HasTV': 'True', 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': False, 'brunch': False, 'breakfast': False}""}","Sandwiches, Bagels, Breakfast & Brunch, Salad, Soup, Restaurants, Bakeries, Food","{'Monday': '7:0-18:0', 'Tuesday': '7:0-18:0', 'Wednesday': '7:0-18:0', 'Thursday': '7:0-18:0', 'Friday': '7:0-18:0', 'Saturday': '7:0-15:0', 'Sunday': '7:0-15:0'}"
26680,5ajlNT55iwhG0nID6ijUdA,Melrose Hardware,445 W Cheltenham Ave,Mina,NV,38.3898,-118.1115,2.0,8,"{'BusinessAcceptsCreditCards': 'True', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", 'BikeParking': 'True', 'RestaurantsPriceRange2': '2'}","Hardware Stores, Home & Garden, Nurseries & Gardening, Shopping","{'Monday': '9:0-18:30', 'Tuesday': '9:0-18:30', 'Wednesday': '9:0-18:30', 'Thursday': '9:0-18:30', 'Friday': '9:0-18:30', 'Saturday': '9:0-18:0', 'Sunday': '10:0-15:0'}"
26735,W4w89o1veJ7yhJKHs6Pdtg,Nail Art,7065 W Waters Ave,Litchfield,CA,40.3877,-120.3807,2.5,44,"{'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", 'BikeParking': 'True', 'ByAppointmentOnly': 'False', 'BusinessAcceptsCreditCards': 'True', 'WheelchairAccessible': 'True', 'RestaurantsPriceRange2': '1', 'BusinessAcceptsBitcoin': 'False', 'WiFi': ""u'free'""}","Nail Salons, Beauty & Spas","{'Monday': '9:30-19:30', 'Tuesday': '9:30-19:30', 'Wednesday': '9:30-19:30', 'Thursday': '9:30-19:30', 'Friday': '9:0-19:30', 'Saturday': '9:0-19:30', 'Sunday': '11:0-17:0'}"
26740,-TboXPMTf45s24FPyD8OAA,Dunkin',132 W. Dekalb Pike,Yeehaw Junction,FL,27.6993,-80.8871,2.0,50,"{'RestaurantsPriceRange2': '1', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", 'BusinessAcceptsCreditCards': 'True', 'BikeParking': 'False', 'OutdoorSeating': 'False', 'RestaurantsTakeOut': 'True', 'RestaurantsDelivery': 'True', 'DriveThru': 'None', 'WiFi': ""u'free'""}","Donuts, Food, Coffee & Tea","{'Monday': '5:0-21:0', 'Tuesday': '5:0-21:0', 'Wednesday': '5:0-21:0', 'Thursday': '5:0-21:0', 'Friday': '5:0-21:0', 'Saturday': '5:0-21:0', 'Sunday': '5:0-21:0'}"
26772,qtEqAlQEtQP849XL2iAyuA,Charmville Day Spa,13444 Boyette Rd,Lund,NV,38.8642,-115.0099,3.5,8,"{'RestaurantsPriceRange2': '2', 'ByAppointmentOnly': 'False', 'BusinessAcceptsCreditCards': 'True', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}""}","Day Spas, Beauty & Spas","{'Monday': '10:0-18:30', 'Tuesday': '10:0-18:30', 'Wednesday': '10:0-18:30', 'Thursday': '10:0-18:30', 'Friday': '10:0-18:30', 'Saturday': '10:0-16:30'}"
26824,Ey4Mdfr_B4qqZWsV2Wc7fg,RadioShack,609 State St,Rumsey,CA,38.8902,-122.2404,2.5,6,"{'RestaurantsPriceRange2': '2', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}"", 'BusinessAcceptsCreditCards': 'True', 'BikeParking': 'True'}","Hobby Shops, Electronics, Mobile Phones, Shopping","{'Monday': '9:0-21:0', 'Tuesday': '9:0-21:0', 'Wednesday': '9:0-21:0', 'Thursday': '9:0-21:0', 'Friday': '9:0-21:0', 'Saturday': '9:0-21:0', 'Sunday': '10:0-20:0'}"
26855,dqWk-PLqY2_TgW1SdfUyew,Church's Karate & Kickboxing Academy,4716 Paris Ave,Furnace Creek,CA,36.4277,-116.8747,5.0,12,"{'GoodForKids': 'True', 'BusinessAcceptsCreditCards': 'True', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", 'ByAppointmentOnly': 'False', 'BikeParking': 'True'}","Gyms, Party & Event Planning, Kids Activities, Kickboxing, Event Planning & Services, Martial Arts, Active Life, Fitness & Instruction, Summer Camps, Day Camps","{'Monday': '9:0-21:0', 'Tuesday': '9:0-21:0', 'Wednesday': '9:0-21:0', 'Thursday': '9:0-21:0', 'Friday': '9:0-21:0', 'Saturday': '8:0-13:0'}"
26889,cmETClmvGoUZZwBXRtv6kw,Good Stuff Eatery,108 S 18th St,Comptche,CA,39.2652,-123.5898,3.5,118,"{'NoiseLevel': ""u'average'"", 'Caters': 'False', 'RestaurantsGoodForGroups': 'True', 'RestaurantsTakeOut': 'True', 'OutdoorSeating': 'True', 'RestaurantsDelivery': 'False', 'HasTV': 'True', 'GoodForKids': 'True', 'RestaurantsPriceRange2': '2', 'BusinessParking': ""{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}"", 'BusinessAcceptsCreditCards': 'True', 'RestaurantsTableService': 'False', 'RestaurantsReservations': 'False', 'BikeParking': 'True', 'DriveThru': 'False', 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': False, 'brunch': False, 'breakfast': False}"", 'RestaurantsAttire': ""u'casual'"", 'Ambience': ""{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}"", 'WiFi': ""'no'"", 'Alcohol': ""u'beer_and_wine'""}","Restaurants, American (Traditional), Burgers, American (New)","{'Monday': '11:0-23:0', 'Tuesday': '11:0-23:0', 'Wednesday': '11:0-23:0', 'Thursday': '11:0-23:0', 'Friday': '11:0-23:0', 'Saturday': '11:0-23:0'}"
26975,ktkQc9W2XdoMZ4QftpBTOg,PB & Jelly Deli,,Nicolaus,CA,38.8982,-121.5729,5.0,8,"{'RestaurantsReservations': 'False', 'RestaurantsTakeOut': 'True', 'Ambience': ""{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': False, 'casual': False}"", 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'brunch': False, 'breakfast': False}"", 'RestaurantsDelivery': 'False', 'Caters': 'True', 'WiFi': ""u'no'"", 'BusinessParking': 'None', 'RestaurantsTableService': 'False', 'BusinessAcceptsCreditCards': 'True', 'OutdoorSeating': 'True'}","Sandwiches, Food, Restaurants, Caterers, Food Trucks, Delis, Event Planning & Services","{'Monday': '9:0-0:0', 'Tuesday': '9:0-0:0', 'Wednesday': '9:0-0:0', 'Thursday': '9:0-0:0', 'Friday': '9:0-0:0', 'Saturday': '9:0-0:0', 'Sunday': '9:0-0:0'}"
27043,7rU2gIQ1zyVUW9GNt2gVgQ,Canzelle Alpacas,4036 Foothill Rd,Goodsprings,NV,35.8319,-115.4352,5.0,130,"{'ByAppointmentOnly': 'True', 'DogsAllowed': 'False', 'GoodForKids': 'True', 'WiFi': ""u'no'""}","Arts & Entertainment, Farms","{'Friday': '13:0-16:0', 'Saturday': '11:0-16:0', 'Sunday': '11:0-16:0'}"
27061,LF8UjsBRaQ4Aqwu3ARxnBg,Rodizio Grill The Brazilian Steakhouse,"166 2nd Ave N, Ste C",Wawona,CA,37.5447,-119.6387,4.0,510,"{'BikeParking': 'False', 'RestaurantsAttire': ""u'casual'"", 'RestaurantsReservations': 'True', 'OutdoorSeating': 'False', 'NoiseLevel': ""u'average'"", 'BusinessAcceptsCreditCards': 'True', 'RestaurantsGoodForGroups': 'True', 'RestaurantsTakeOut': 'True', 'WiFi': ""u'free'"", 'Alcohol': ""u'full_bar'"", 'GoodForKids': 'True', 'HappyHour': 'False', 'DogsAllowed': 'False', 'RestaurantsPriceRange2': '3', 'Caters': 'True', 'ByAppointmentOnly': 'False', 'BusinessParking': ""{'garage': True, 'street': True, 'validated': False, 'lot': False, 'valet': True}"", 'Ambience': ""{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': True, 'casual': True}"", 'HasTV': 'True', 'RestaurantsTableService': 'True', 'WheelchairAccessible': 'True', 'Corkage': 'True', 'RestaurantsDelivery': 'True', 'BYOB': 'False', 'GoodForMeal': ""{'dessert': None, 'latenight': False, 'lunch': None, 'dinner': True, 'brunch': None, 'breakfast': False}""}","Gluten-Free, Brazilian, Restaurants, Steakhouses","{'Monday': '0:0-0:0', 'Tuesday': '16:0-21:30', 'Wednesday': '16:0-21:30', 'Thursday': '15:0-21:30', 'Friday': '15:0-22:30', 'Saturday': '15:0-22:30', 'Sunday': '15:0-21:0'}"
27070,N8Zc8TWXC8R4d6MMEScZBw,Guy's Foreign & Domestic Auto Repair,4732 Rye St,Mettler,CA,35.0635,-118.9729,4.5,19,"{'BusinessAcceptsCreditCards': 'True', 'WiFi': ""u'free'""}","Oil Change Stations, Auto Repair, Gas Stations, Towing, Tires, Transmission Repair, Automotive","{'Monday': '0:0-0:0', 'Tuesday': '8:0-17:30', 'Wednesday': '8:0-17:30', 'Thursday': '8:0-17:30', 'Friday': '8:0-17:0'}"
27202,eI_NgkTWhwGLDjY1lzgFjw,TooJay's,2223 N W Shore Blvd,El Monte Mobile Village,CA,36.5471,-119.4251,3.0,94,"{'BusinessAcceptsCreditCards': 'True', 'RestaurantsPriceRange2': '2', 'GoodForKids': 'True', 'Alcohol': ""u'beer_and_wine'"", 'RestaurantsDelivery': 'True', 'BusinessParking': ""{'garage': True, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", 'WiFi': ""u'no'"", 'OutdoorSeating': 'True', 'RestaurantsTakeOut': 'True', 'Caters': 'True', 'RestaurantsAttire': ""u'casual'"", 'NoiseLevel': ""u'average'"", 'Ambience': ""{'romantic': False, 'intimate': False, 'touristy': False, 'hipster': False, 'divey': False, 'classy': False, 'trendy': False, 'upscale': False, 'casual': True}"", 'RestaurantsReservations': 'False', 'RestaurantsGoodForGroups': 'True', 'HasTV': 'True', 'BikeParking': 'True'}","Event Planning & Services, Restaurants, Caterers, Sandwiches, Delis","{'Monday': '8:0-21:0', 'Tuesday': '8:0-21:0', 'Wednesday': '8:0-21:0', 'Thursday': '8:0-21:0', 'Friday': '8:0-22:0', 'Saturday': '8:0-22:0', 'Sunday': '8:0-20:0'}"
27284,0kE6ONRsxXF44QLvEUyr2A,Old Navy,6075 Wesley Grove Blvd,Rutherford,CA,38.4568,-122.4231,3.0,15,"{'RestaurantsPriceRange2': '2', 'BikeParking': 'False', 'BusinessAcceptsCreditCards': 'True', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}""}","Women's Clothing, Fashion, Shopping, Children's Clothing, Men's Clothing","{'Monday': '10:0-21:0', 'Tuesday': '10:0-21:0', 'Wednesday': '10:0-21:0', 'Thursday': '10:0-21:0', 'Friday': '10:0-21:0', 'Saturday': '10:0-21:0', 'Sunday': '10:0-19:0'}"
27347,waUKpfvDdyQCbv97V97q8w,A Handyman's Haven,1724 S 6th Ave,Mount Hebron,CA,41.7857,-122.008,2.5,6,"{'ByAppointmentOnly': 'True', 'BusinessAcceptsCreditCards': 'True'}","Building Supplies, Cabinetry, Door Sales/Installation, Flooring, Home Services","{'Monday': '9:0-16:0', 'Tuesday': '9:0-16:0', 'Wednesday': '9:0-16:0', 'Thursday': '9:0-16:0', 'Friday': '9:0-16:0'}"
